"Image","Cells","Conversion","Organoid","Cell","Sheath.length","Sheath.type","Sheath.number","Bridge.length","Cell.type","CellID","OrgID","Sheaths.percell","Tot.length"
"Image13","Cs25","Conv_1","Org_2","Cell_4",83.862,"Regular",4,NA,"OLs without bridges","Cs25.Conv_1.Org_2.Cell_4","Cs25.Conv_1.Org_2",15,1304.717
"Image13","Cs25","Conv_1","Org_2","Cell_4",136.219,"Regular",5,NA,"OLs without bridges","Cs25.Conv_1.Org_2.Cell_4","Cs25.Conv_1.Org_2",15,1304.717
"Image13","Cs25","Conv_1","Org_2","Cell_4",104.805,"Regular",6,NA,"OLs without bridges","Cs25.Conv_1.Org_2.Cell_4","Cs25.Conv_1.Org_2",15,1304.717
"Image13","Cs25","Conv_1","Org_2","Cell_4",88.354,"Regular",7,NA,"OLs without bridges","Cs25.Conv_1.Org_2.Cell_4","Cs25.Conv_1.Org_2",15,1304.717
"Image13","Cs25","Conv_1","Org_2","Cell_4",91.758,"Regular",8,NA,"OLs without bridges","Cs25.Conv_1.Org_2.Cell_4","Cs25.Conv_1.Org_2",15,1304.717
"Image13","Cs25","Conv_1","Org_2","Cell_4",71.148,"Regular",9,NA,"OLs without bridges","Cs25.Conv_1.Org_2.Cell_4","Cs25.Conv_1.Org_2",15,1304.717
"Image13","Cs25","Conv_1","Org_2","Cell_4",135.295,"Regular",10,NA,"OLs without bridges","Cs25.Conv_1.Org_2.Cell_4","Cs25.Conv_1.Org_2",15,1304.717
"Image13","Cs25","Conv_1","Org_2","Cell_4",62.903,"Regular",11,NA,"OLs without bridges","Cs25.Conv_1.Org_2.Cell_4","Cs25.Conv_1.Org_2",15,1304.717
"Image13","Cs25","Conv_1","Org_2","Cell_4",56.105,"Regular",12,NA,"OLs without bridges","Cs25.Conv_1.Org_2.Cell_4","Cs25.Conv_1.Org_2",15,1304.717
"Image13","Cs25","Conv_1","Org_2","Cell_4",28.741,"Regular",13,NA,"OLs without bridges","Cs25.Conv_1.Org_2.Cell_4","Cs25.Conv_1.Org_2",15,1304.717
"Image13","Cs25","Conv_1","Org_2","Cell_4",91.186,"Regular",14,NA,"OLs without bridges","Cs25.Conv_1.Org_2.Cell_4","Cs25.Conv_1.Org_2",15,1304.717
"Image13","Cs25","Conv_1","Org_2","Cell_4",74.814,"Regular",15,NA,"OLs without bridges","Cs25.Conv_1.Org_2.Cell_4","Cs25.Conv_1.Org_2",15,1304.717
"Image5","Cso2","Conv_5","Org_1","Cell_1",139.866,"Anchored",1,NA,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_1","Cso2.Conv_5.Org_1",8,1057.121
"Image5","Cso2","Conv_5","Org_1","Cell_1",124.253,"Bridged",2,1.96,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_1","Cso2.Conv_5.Org_1",8,1057.121
"Image5","Cso2","Conv_5","Org_1","Cell_1",172.849,"Regular",3,NA,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_1","Cso2.Conv_5.Org_1",8,1057.121
"Image5","Cso2","Conv_5","Org_1","Cell_1",134.244,"Regular",4,NA,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_1","Cso2.Conv_5.Org_1",8,1057.121
"Image5","Cso2","Conv_5","Org_1","Cell_1",56.376,"Regular",5,NA,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_1","Cso2.Conv_5.Org_1",8,1057.121
"Image5","Cso2","Conv_5","Org_1","Cell_1",154.375,"Anchored",6,NA,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_1","Cso2.Conv_5.Org_1",8,1057.121
"Image5","Cso2","Conv_5","Org_1","Cell_1",128.489,"Bridged",7,2.483,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_1","Cso2.Conv_5.Org_1",8,1057.121
"Image5","Cso2","Conv_5","Org_1","Cell_1",146.669,"Regular",8,NA,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_1","Cso2.Conv_5.Org_1",8,1057.121
"Image5","Cso2","Conv_5","Org_1","Cell_2",17.344,"Anchored",1,NA,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_2","Cso2.Conv_5.Org_1",9,971.74
"Image5","Cso2","Conv_5","Org_1","Cell_2",160.316,"Bridged",2,41.856,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_2","Cso2.Conv_5.Org_1",9,971.74
"Image5","Cso2","Conv_5","Org_1","Cell_2",210.225,"Regular",3,NA,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_2","Cso2.Conv_5.Org_1",9,971.74
"Image5","Cso2","Conv_5","Org_1","Cell_2",134.091,"Regular",4,NA,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_2","Cso2.Conv_5.Org_1",9,971.74
"Image5","Cso2","Conv_5","Org_1","Cell_2",122.67,"Regular",5,NA,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_2","Cso2.Conv_5.Org_1",9,971.74
"Image5","Cso2","Conv_5","Org_1","Cell_2",20.73,"Regular",6,NA,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_2","Cso2.Conv_5.Org_1",9,971.74
"Image5","Cso2","Conv_5","Org_1","Cell_2",102.685,"Regular",7,NA,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_2","Cso2.Conv_5.Org_1",9,971.74
"Image5","Cso2","Conv_5","Org_1","Cell_2",122.796,"Regular",8,NA,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_2","Cso2.Conv_5.Org_1",9,971.74
"Image5","Cso2","Conv_5","Org_1","Cell_2",80.883,"Regular",9,NA,"OLs with bridges","Cso2.Conv_5.Org_1.Cell_2","Cso2.Conv_5.Org_1",9,971.74
"Image20","Cso2","Conv_5","Org_2","Cell_1",165.021,"Anchored",1,NA,"OLs with bridges","Cso2.Conv_5.Org_2.Cell_1","Cso2.Conv_5.Org_2",4,686.994
"Image20","Cso2","Conv_5","Org_2","Cell_1",156.459,"Bridged_perpendicular",2,7.318,"OLs with bridges","Cso2.Conv_5.Org_2.Cell_1","Cso2.Conv_5.Org_2",4,686.994
"Image20","Cso2","Conv_5","Org_2","Cell_1",185.175,"Regular",3,NA,"OLs with bridges","Cso2.Conv_5.Org_2.Cell_1","Cso2.Conv_5.Org_2",4,686.994
"Image20","Cso2","Conv_5","Org_2","Cell_1",180.339,"Regular",4,NA,"OLs with bridges","Cso2.Conv_5.Org_2.Cell_1","Cso2.Conv_5.Org_2",4,686.994
"Image20","Cso2","Conv_5","Org_2","Cell_2",256.837,"Regular",1,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_2","Cso2.Conv_5.Org_2",6,962.543
"Image20","Cso2","Conv_5","Org_2","Cell_2",119.799,"Regular",2,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_2","Cso2.Conv_5.Org_2",6,962.543
"Image20","Cso2","Conv_5","Org_2","Cell_2",158.535,"Regular",3,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_2","Cso2.Conv_5.Org_2",6,962.543
"Image20","Cso2","Conv_5","Org_2","Cell_2",160.808,"Regular",4,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_2","Cso2.Conv_5.Org_2",6,962.543
"Image20","Cso2","Conv_5","Org_2","Cell_2",157.032,"Regular",5,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_2","Cso2.Conv_5.Org_2",6,962.543
"Image20","Cso2","Conv_5","Org_2","Cell_2",109.532,"Regular",6,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_2","Cso2.Conv_5.Org_2",6,962.543
"Image20","Cso2","Conv_5","Org_2","Cell_3",148.544,"Regular",1,NA,"OLs with bridges","Cso2.Conv_5.Org_2.Cell_3","Cso2.Conv_5.Org_2",7,1127.502
"Image20","Cso2","Conv_5","Org_2","Cell_3",161.518,"Anchored",2,11.018,"OLs with bridges","Cso2.Conv_5.Org_2.Cell_3","Cso2.Conv_5.Org_2",7,1127.502
"Image20","Cso2","Conv_5","Org_2","Cell_3",106.067,"Bridged",3,NA,"OLs with bridges","Cso2.Conv_5.Org_2.Cell_3","Cso2.Conv_5.Org_2",7,1127.502
"Image20","Cso2","Conv_5","Org_2","Cell_3",194.965,"Regular",4,NA,"OLs with bridges","Cso2.Conv_5.Org_2.Cell_3","Cso2.Conv_5.Org_2",7,1127.502
"Image20","Cso2","Conv_5","Org_2","Cell_3",232.934,"Regular",5,NA,"OLs with bridges","Cso2.Conv_5.Org_2.Cell_3","Cso2.Conv_5.Org_2",7,1127.502
"Image20","Cso2","Conv_5","Org_2","Cell_3",209.571,"Regular",6,NA,"OLs with bridges","Cso2.Conv_5.Org_2.Cell_3","Cso2.Conv_5.Org_2",7,1127.502
"Image20","Cso2","Conv_5","Org_2","Cell_3",73.903,"Regular",7,NA,"OLs with bridges","Cso2.Conv_5.Org_2.Cell_3","Cso2.Conv_5.Org_2",7,1127.502
"Image20","Cso2","Conv_5","Org_2","Cell_4",98.492,"Regular",1,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_4","Cso2.Conv_5.Org_2",6,791.804
"Image20","Cso2","Conv_5","Org_2","Cell_4",121.2,"Regular",2,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_4","Cso2.Conv_5.Org_2",6,791.804
"Image20","Cso2","Conv_5","Org_2","Cell_4",57.087,"Regular",3,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_4","Cso2.Conv_5.Org_2",6,791.804
"Image20","Cso2","Conv_5","Org_2","Cell_4",288.01,"Regular",4,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_4","Cso2.Conv_5.Org_2",6,791.804
"Image20","Cso2","Conv_5","Org_2","Cell_4",142.335,"Regular",5,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_4","Cso2.Conv_5.Org_2",6,791.804
"Image20","Cso2","Conv_5","Org_2","Cell_4",84.68,"Regular",6,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_4","Cso2.Conv_5.Org_2",6,791.804
"Image20","Cso2","Conv_5","Org_2","Cell_5",139.415,"Regular",1,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_5","Cso2.Conv_5.Org_2",8,830.211
"Image20","Cso2","Conv_5","Org_2","Cell_5",111.422,"Regular",2,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_5","Cso2.Conv_5.Org_2",8,830.211
"Image20","Cso2","Conv_5","Org_2","Cell_5",13.72,"Regular",3,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_5","Cso2.Conv_5.Org_2",8,830.211
"Image20","Cso2","Conv_5","Org_2","Cell_5",99.287,"Regular",4,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_5","Cso2.Conv_5.Org_2",8,830.211
"Image20","Cso2","Conv_5","Org_2","Cell_5",213.619,"Regular",5,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_5","Cso2.Conv_5.Org_2",8,830.211
"Image20","Cso2","Conv_5","Org_2","Cell_5",59.374,"Regular",6,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_5","Cso2.Conv_5.Org_2",8,830.211
"Image20","Cso2","Conv_5","Org_2","Cell_5",101.874,"Regular",7,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_5","Cso2.Conv_5.Org_2",8,830.211
"Image20","Cso2","Conv_5","Org_2","Cell_5",91.5,"Regular",8,NA,"OLs without bridges","Cso2.Conv_5.Org_2.Cell_5","Cso2.Conv_5.Org_2",8,830.211
"Image6","Cso2","Conv_6","Org_1","Cell_1",83.855,"Anchored",1,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_1","Cso2.Conv_6.Org_1",11,799.036
"Image6","Cso2","Conv_6","Org_1","Cell_1",83.503,"Bridged",2,1.712,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_1","Cso2.Conv_6.Org_1",11,799.036
"Image6","Cso2","Conv_6","Org_1","Cell_1",174.437,"Regular",3,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_1","Cso2.Conv_6.Org_1",11,799.036
"Image6","Cso2","Conv_6","Org_1","Cell_1",46.6,"Regular",4,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_1","Cso2.Conv_6.Org_1",11,799.036
"Image6","Cso2","Conv_6","Org_1","Cell_1",64.716,"Regular",5,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_1","Cso2.Conv_6.Org_1",11,799.036
"Image6","Cso2","Conv_6","Org_1","Cell_1",14.142,"Regular",6,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_1","Cso2.Conv_6.Org_1",11,799.036
"Image6","Cso2","Conv_6","Org_1","Cell_1",45.225,"Regular",7,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_1","Cso2.Conv_6.Org_1",11,799.036
"Image6","Cso2","Conv_6","Org_1","Cell_1",112.949,"Regular",8,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_1","Cso2.Conv_6.Org_1",11,799.036
"Image6","Cso2","Conv_6","Org_1","Cell_1",40.875,"Regular",9,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_1","Cso2.Conv_6.Org_1",11,799.036
"Image6","Cso2","Conv_6","Org_1","Cell_1",21.127,"Regular",10,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_1","Cso2.Conv_6.Org_1",11,799.036
"Image6","Cso2","Conv_6","Org_1","Cell_1",111.607,"Regular",11,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_1","Cso2.Conv_6.Org_1",11,799.036
"Image6","Cso2","Conv_6","Org_1","Cell_2",183.347,"Regular",1,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_2","Cso2.Conv_6.Org_1",14,1284.703
"Image6","Cso2","Conv_6","Org_1","Cell_2",121.52,"Anchored",2,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_2","Cso2.Conv_6.Org_1",14,1284.703
"Image6","Cso2","Conv_6","Org_1","Cell_2",66.07,"Bridged",3,1.1,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_2","Cso2.Conv_6.Org_1",14,1284.703
"Image6","Cso2","Conv_6","Org_1","Cell_2",65.623,"Regular",4,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_2","Cso2.Conv_6.Org_1",14,1284.703
"Image6","Cso2","Conv_6","Org_1","Cell_2",38.415,"Anchored",5,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_2","Cso2.Conv_6.Org_1",14,1284.703
"Image6","Cso2","Conv_6","Org_1","Cell_2",74.944,"Regular",6,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_2","Cso2.Conv_6.Org_1",14,1284.703
"Image6","Cso2","Conv_6","Org_1","Cell_2",129.298,"Regular",7,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_2","Cso2.Conv_6.Org_1",14,1284.703
"Image6","Cso2","Conv_6","Org_1","Cell_2",192.4,"Regular",8,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_2","Cso2.Conv_6.Org_1",14,1284.703
"Image6","Cso2","Conv_6","Org_1","Cell_2",84.181,"Regular",9,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_2","Cso2.Conv_6.Org_1",14,1284.703
"Image6","Cso2","Conv_6","Org_1","Cell_2",61.017,"Regular",10,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_2","Cso2.Conv_6.Org_1",14,1284.703
"Image6","Cso2","Conv_6","Org_1","Cell_2",28.037,"Regular",11,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_2","Cso2.Conv_6.Org_1",14,1284.703
"Image6","Cso2","Conv_6","Org_1","Cell_2",67.453,"Regular",12,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_2","Cso2.Conv_6.Org_1",14,1284.703
"Image6","Cso2","Conv_6","Org_1","Cell_2",146.072,"Regular",13,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_2","Cso2.Conv_6.Org_1",14,1284.703
"Image6","Cso2","Conv_6","Org_1","Cell_2",26.326,"Bridged",14,28.018,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_2","Cso2.Conv_6.Org_1",14,1284.703
"Image6","Cso2","Conv_6","Org_1","Cell_3",172.72,"Anchored",1,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_3","Cso2.Conv_6.Org_1",8,1143.043
"Image6","Cso2","Conv_6","Org_1","Cell_3",112.018,"Bridged",2,3.111,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_3","Cso2.Conv_6.Org_1",8,1143.043
"Image6","Cso2","Conv_6","Org_1","Cell_3",135.482,"Regular",3,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_3","Cso2.Conv_6.Org_1",8,1143.043
"Image6","Cso2","Conv_6","Org_1","Cell_3",159.28,"Regular",4,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_3","Cso2.Conv_6.Org_1",8,1143.043
"Image6","Cso2","Conv_6","Org_1","Cell_3",159.463,"Regular",5,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_3","Cso2.Conv_6.Org_1",8,1143.043
"Image6","Cso2","Conv_6","Org_1","Cell_3",170.132,"Regular",6,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_3","Cso2.Conv_6.Org_1",8,1143.043
"Image6","Cso2","Conv_6","Org_1","Cell_3",134.297,"Regular",7,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_3","Cso2.Conv_6.Org_1",8,1143.043
"Image6","Cso2","Conv_6","Org_1","Cell_3",99.651,"Regular",8,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_3","Cso2.Conv_6.Org_1",8,1143.043
"Image6","Cso2","Conv_6","Org_1","Cell_4",121.149,"Regular",1,NA,"OLs without bridges","Cso2.Conv_6.Org_1.Cell_4","Cso2.Conv_6.Org_1",11,999.729
"Image6","Cso2","Conv_6","Org_1","Cell_4",29.421,"Regular",2,NA,"OLs without bridges","Cso2.Conv_6.Org_1.Cell_4","Cso2.Conv_6.Org_1",11,999.729
"Image6","Cso2","Conv_6","Org_1","Cell_4",206.354,"Regular",3,NA,"OLs without bridges","Cso2.Conv_6.Org_1.Cell_4","Cso2.Conv_6.Org_1",11,999.729
"Image6","Cso2","Conv_6","Org_1","Cell_4",85.218,"Regular",4,NA,"OLs without bridges","Cso2.Conv_6.Org_1.Cell_4","Cso2.Conv_6.Org_1",11,999.729
"Image6","Cso2","Conv_6","Org_1","Cell_4",90.322,"Regular",5,NA,"OLs without bridges","Cso2.Conv_6.Org_1.Cell_4","Cso2.Conv_6.Org_1",11,999.729
"Image6","Cso2","Conv_6","Org_1","Cell_4",58.085,"Regular",6,NA,"OLs without bridges","Cso2.Conv_6.Org_1.Cell_4","Cso2.Conv_6.Org_1",11,999.729
"Image6","Cso2","Conv_6","Org_1","Cell_4",40.684,"Regular",7,NA,"OLs without bridges","Cso2.Conv_6.Org_1.Cell_4","Cso2.Conv_6.Org_1",11,999.729
"Image6","Cso2","Conv_6","Org_1","Cell_4",73.479,"Regular",8,NA,"OLs without bridges","Cso2.Conv_6.Org_1.Cell_4","Cso2.Conv_6.Org_1",11,999.729
"Image6","Cso2","Conv_6","Org_1","Cell_4",60.743,"Regular",9,NA,"OLs without bridges","Cso2.Conv_6.Org_1.Cell_4","Cso2.Conv_6.Org_1",11,999.729
"Image6","Cso2","Conv_6","Org_1","Cell_4",178.045,"Regular",10,NA,"OLs without bridges","Cso2.Conv_6.Org_1.Cell_4","Cso2.Conv_6.Org_1",11,999.729
"Image6","Cso2","Conv_6","Org_1","Cell_4",56.229,"Regular",11,NA,"OLs without bridges","Cso2.Conv_6.Org_1.Cell_4","Cso2.Conv_6.Org_1",11,999.729
"Image6","Cso2","Conv_6","Org_1","Cell_5",77.415,"Regular",1,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_5","Cso2.Conv_6.Org_1",12,1218.872
"Image6","Cso2","Conv_6","Org_1","Cell_5",274.426,"Regular",2,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_5","Cso2.Conv_6.Org_1",12,1218.872
"Image6","Cso2","Conv_6","Org_1","Cell_5",87.992,"Regular",3,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_5","Cso2.Conv_6.Org_1",12,1218.872
"Image6","Cso2","Conv_6","Org_1","Cell_5",72.684,"Regular",4,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_5","Cso2.Conv_6.Org_1",12,1218.872
"Image6","Cso2","Conv_6","Org_1","Cell_5",110.334,"Anchored",5,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_5","Cso2.Conv_6.Org_1",12,1218.872
"Image6","Cso2","Conv_6","Org_1","Cell_5",47.477,"Bridged",6,45.347,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_5","Cso2.Conv_6.Org_1",12,1218.872
"Image6","Cso2","Conv_6","Org_1","Cell_5",156.269,"Regular",7,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_5","Cso2.Conv_6.Org_1",12,1218.872
"Image6","Cso2","Conv_6","Org_1","Cell_5",75.081,"Regular",8,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_5","Cso2.Conv_6.Org_1",12,1218.872
"Image6","Cso2","Conv_6","Org_1","Cell_5",109.169,"Regular",9,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_5","Cso2.Conv_6.Org_1",12,1218.872
"Image6","Cso2","Conv_6","Org_1","Cell_5",103.975,"Regular",10,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_5","Cso2.Conv_6.Org_1",12,1218.872
"Image6","Cso2","Conv_6","Org_1","Cell_5",61.168,"Regular",11,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_5","Cso2.Conv_6.Org_1",12,1218.872
"Image6","Cso2","Conv_6","Org_1","Cell_5",42.882,"Regular",12,NA,"OLs with bridges","Cso2.Conv_6.Org_1.Cell_5","Cso2.Conv_6.Org_1",12,1218.872
"Image2","Cso2","Conv_6","Org_2","Cell_1",36.128,"Regular",1,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_1","Cso2.Conv_6.Org_2",17,1551.505
"Image2","Cso2","Conv_6","Org_2","Cell_1",208.011,"Regular",2,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_1","Cso2.Conv_6.Org_2",17,1551.505
"Image2","Cso2","Conv_6","Org_2","Cell_1",81.583,"Regular",3,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_1","Cso2.Conv_6.Org_2",17,1551.505
"Image2","Cso2","Conv_6","Org_2","Cell_1",80.399,"Regular",4,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_1","Cso2.Conv_6.Org_2",17,1551.505
"Image2","Cso2","Conv_6","Org_2","Cell_1",86.3,"Regular",5,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_1","Cso2.Conv_6.Org_2",17,1551.505
"Image2","Cso2","Conv_6","Org_2","Cell_1",73.655,"Regular",6,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_1","Cso2.Conv_6.Org_2",17,1551.505
"Image2","Cso2","Conv_6","Org_2","Cell_1",93.606,"Anchored",7,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_1","Cso2.Conv_6.Org_2",17,1551.505
"Image2","Cso2","Conv_6","Org_2","Cell_1",16.233,"Bridged",8,10.712,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_1","Cso2.Conv_6.Org_2",17,1551.505
"Image2","Cso2","Conv_6","Org_2","Cell_1",80.169,"Regular",9,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_1","Cso2.Conv_6.Org_2",17,1551.505
"Image2","Cso2","Conv_6","Org_2","Cell_1",110.236,"Regular",10,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_1","Cso2.Conv_6.Org_2",17,1551.505
"Image2","Cso2","Conv_6","Org_2","Cell_1",159.31,"Regular",11,NA,"OLs with bridges","Cso2.Conv_6.Org_2.Cell_1","Cso2.Conv_6.Org_2",17,1551.505
